ITHTS,HQTS(1),HQTS(2),HQTS(3),HQTS(4),HQTS(5),HQTS(6),HQTS(7),HQTS(8),HQTS(9),HQTS(10),HQTS(11),HQTS(12)
11/30/2022_24:00,438.813,203.02827586206897,134.21466666666666,9999,9999,9999,122.56551724137931,205.15657142857145,220.25881975625398,9999,9999,9999
12/31/2022_24:00,440.96806451612906,205.94827586206895,134.28193548387097,9999,9999,9999,122.91724137931035,205.17714285714288,226.79333333333332,9999,9999,9999
01/31/2023_24:00,450.35709677419356,218.95,133.49483870967742,9999,9999,9999,122.81379310344829,206.60000000000002,234.04519906323185,9999,9999,9999
02/28/2023_24:00,443.39035714285717,216.41285714285715,132.83464285714285,9999,9999,9999,123.49852796859666,204.96171428571427,234.292037470726,9999,9999,9999
03/31/2023_24:00,451.40258064516127,222.39266666666666,134.541935483871,9999,9999,9999,122.01839080459769,207.084,227.29030303030305,9999,9999,9999
04/30/2023_24:00,461.4026666666667,211.71099999999998,134.16033333333334,9999,9999,9999,122.37931034482759,207.37800000000001,230.82110344827586,9999,9999,9999
05/31/2023_24:00,470.97653846153844,203.94032258064516,135.11064516129034,9999,9999,9999,123.13935230618252,207.231,233.980093676815,9999,9999,9999
06/30/2023_24:00,471.54136363636366,222.40866666666668,134.111,9999,9999,9999,123.8773307163886,206.88,234.0536299765808,9999,9999,9999
07/31/2023_24:00,467.1241935483871,231.38034482758619,134.11806451612904,9999,9999,9999,123.43375858684983,206.89000000000001,234.2896955503513,9999,9999,9999
08/31/2023_24:00,458.2306451612903,228.64290322580646,133.50806451612902,9999,9999,9999,123.10991167811578,206.71,228.92813793103448,9999,9999,9999
09/30/2023_24:00,449.3433333333333,227.42733333333334,134.81413793103448,9999,9999,9999,123.2394504416094,206.78,230.42993103448276,9999,9999,9999
10/31/2023_24:00,445.02935483870965,225.68806451612903,133.60225806451612,9999,9999,9999,123.03729146221785,205.73257142857145,222.13600782778866,9999,9999,9999
11/30/2023_24:00,443.6356666666667,222.70733333333334,133.351,9999,9999,9999,123.60058881256131,205.1874285714286,220.379409878127,9999,9999,9999
12/31/2023_24:00,442.78483870967744,220.6874193548387,131.56193548387097,9999,9999,9999,123.42394504416094,205.90742857142857,223.07769080234834,9999,9999,9999
01/31/2024_24:00,442.4416129032258,220.87709677419357,133.02,9999,9999,9999,122.65977011494253,204.46628571428573,230.42055172413794,9999,9999,9999
02/29/2024_24:00,447.96827586206894,223.4592857142857,134.10586206896554,9999,9999,9999,122.6183908045977,205.59885714285718,234.796138996139,9999,9999,9999
03/31/2024_24:00,454.10677419354835,224.444,133.23096774193547,9999,9999,9999,123.41609421000979,205.36228571428575,234.72895752895752,9999,9999,9999
04/30/2024_24:00,466.48966666666666,228.75533333333334,134.06166666666667,9999,9999,9999,123.11972522080471,205.0434285714286,235.36177606177608,9999,9999,9999
05/31/2024_24:00,471.462,230.8567741935484,132.92806451612904,9999,9999,9999,124.51128557409224,207.24150000000003,234.77220077220076,9999,9999,9999
06/30/2024_24:00,470.37466666666666,232.24366666666668,134.35533333333333,9999,9999,9999,123.70068694798823,204.50514285714286,233.95620608899299,9999,9999,9999
07/31/2024_24:00,464.01129032258063,230.7874193548387,134.4448387096774,9999,9999,9999,123.02747791952895,204.43714285714287,234.78725868725869,9999,9999,9999
08/31/2024_24:00,455.7812903225806,229.1841935483871,134.51645161290324,9999,9999,9999,122.22528735632184,204.86457142857142,234.6915057915058,9999,9999,9999
09/30/2024_24:00,446.79766666666666,228.08066666666667,134.64137931034483,9999,9999,9999,124.29538763493622,207.63,235.07451737451737,9999,9999,9999
10/31/2024_24:00,439.3438709677419,225.46870967741935,133.88483870967744,9999,9999,9999,123.72031403336604,204.0194285714286,233.388056206089,9999,9999,9999
11/30/2024_24:00,440.2296666666667,222.13866666666667,134.238,9999,9999,9999,123.02747791952895,205.24914285714289,232.18275862068967,9999,9999,9999
12/31/2024_24:00,444.62193548387097,219.82833333333335,133.6467741935484,9999,9999,9999,123.4710500490677,204.05828571428574,232.1728275862069,9999,9999,9999
01/31/2025_24:00,444.12870967741935,219.48612903225805,133.49129032258062,9999,9999,9999,122.34942528735633,205.07428571428574,233.17213114754094,9999,9999,9999
02/28/2025_24:00,449.67357142857145,219.84857142857143,131.54285714285714,9999,9999,9999,122.89655172413794,204.83542857142857,234.084074941452,9999,9999,9999
03/31/2025_24:00,454.3848387096774,221.8351612903226,132.93967741935484,9999,9999,9999,122.64827586206897,205.0434285714286,233.72997658079623,9999,9999,9999
