Year,Month,VALUE,Datetime_EOM,C2VSim_Date,Sensor
2015,4,122.53999999999999,2015-04-30,04/30/2015_24:00,6
2015,5,123.71806451612902,2015-05-31,05/31/2015_24:00,6
2015,6,123.54133333333333,2015-06-30,06/30/2015_24:00,6
2015,7,123.70806451612903,2015-07-31,07/31/2015_24:00,6
2015,8,123.46354838709676,2015-08-31,08/31/2015_24:00,6
2015,9,122.73299999999999,2015-09-30,09/30/2015_24:00,6
2015,10,122.74241379310345,2015-10-31,10/31/2015_24:00,6
2015,11,122.35653846153846,2015-11-30,11/30/2015_24:00,6
2015,12,122.13133333333333,2015-12-31,12/31/2015_24:00,6
2016,1,122.61233333333332,2016-01-31,01/31/2016_24:00,6
2016,2,122.86068965517242,2016-02-29,02/29/2016_24:00,6
2016,3,122.50884615384615,2016-03-31,03/31/2016_24:00,6
2016,4,122.73413793103448,2016-04-30,04/30/2016_24:00,6
2016,5,123.70322580645161,2016-05-31,05/31/2016_24:00,6
2016,6,123.644,2016-06-30,06/30/2016_24:00,6
2016,7,123.85300000000001,2016-07-31,07/31/2016_24:00,6
2016,8,123.14931034482758,2016-08-31,08/31/2016_24:00,6
2016,9,123.80633333333334,2016-09-30,09/30/2016_24:00,6
2016,10,123.67225806451613,2016-10-31,10/31/2016_24:00,6
2016,11,124.08533333333334,2016-11-30,11/30/2016_24:00,6
2016,12,122.76290322580645,2016-12-31,12/31/2016_24:00,6
2017,1,123.05366666666667,2017-01-31,01/31/2017_24:00,6
2017,2,122.9948,2017-02-28,02/28/2017_24:00,6
2017,3,122.75451612903225,2017-03-31,03/31/2017_24:00,6
2017,4,122.55407407407408,2017-04-30,04/30/2017_24:00,6
2017,5,123.12483870967742,2017-05-31,05/31/2017_24:00,6
2017,6,122.79766666666666,2017-06-30,06/30/2017_24:00,6
2017,7,123.1041935483871,2017-07-31,07/31/2017_24:00,6
2017,8,123.40451612903226,2017-08-31,08/31/2017_24:00,6
2017,9,123.31233333333333,2017-09-30,09/30/2017_24:00,6
2017,10,123.10387096774193,2017-10-31,10/31/2017_24:00,6
2017,11,123.01466666666667,2017-11-30,11/30/2017_24:00,6
2017,12,123.6841935483871,2017-12-31,12/31/2017_24:00,6
2018,1,123.42548387096774,2018-01-31,01/31/2018_24:00,6
2018,2,123.23071428571428,2018-02-28,02/28/2018_24:00,6
2018,3,123.10275862068966,2018-03-31,03/31/2018_24:00,6
2018,4,123.08766666666666,2018-04-30,04/30/2018_24:00,6
2018,5,122.91258064516128,2018-05-31,05/31/2018_24:00,6
2018,6,123.05733333333333,2018-06-30,06/30/2018_24:00,6
2018,7,123.46193548387097,2018-07-31,07/31/2018_24:00,6
2018,8,123.39290322580645,2018-08-31,08/31/2018_24:00,6
2018,9,122.94566666666667,2018-09-30,09/30/2018_24:00,6
2018,10,122.6558064516129,2018-10-31,10/31/2018_24:00,6
2018,11,123.42366666666666,2018-11-30,11/30/2018_24:00,6
2018,12,122.99466666666667,2018-12-31,12/31/2018_24:00,6
2019,1,122.9058064516129,2019-01-31,01/31/2019_24:00,6
2019,2,123.2908,2019-02-28,02/28/2019_24:00,6
2019,3,122.87129032258063,2019-03-31,03/31/2019_24:00,6
2019,4,123.32533333333335,2019-04-30,04/30/2019_24:00,6
2019,5,122.90225806451612,2019-05-31,05/31/2019_24:00,6
2019,6,122.73366666666668,2019-06-30,06/30/2019_24:00,6
2019,7,123.85096774193549,2019-07-31,07/31/2019_24:00,6
2019,8,123.84806451612903,2019-08-31,08/31/2019_24:00,6
2019,9,123.54233333333333,2019-09-30,09/30/2019_24:00,6
2019,10,123.17322580645161,2019-10-31,10/31/2019_24:00,6
2019,11,123.661,2019-11-30,11/30/2019_24:00,6
2019,12,123.5316129032258,2019-12-31,12/31/2019_24:00,6
2020,1,123.58193548387096,2020-01-31,01/31/2020_24:00,6
2020,2,123.01137931034482,2020-02-29,02/29/2020_24:00,6
2020,3,123.27193548387096,2020-03-31,03/31/2020_24:00,6
2020,4,123.065,2020-04-30,04/30/2020_24:00,6
2020,5,123.51387096774194,2020-05-31,05/31/2020_24:00,6
