STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS,Datetime
MDO,M,15,STORAGE,19731101 0000,19731130 0000,20300.0,,AF,1973-11-01
MDO,M,15,STORAGE,19731201 0000,19731231 0000,15000.0,,AF,1973-12-01
MDO,M,15,STORAGE,19740101 0000,19740131 0000,13700.0,,AF,1974-01-01
MDO,M,15,STORAGE,19740201 0000,19740301 0000,21200.0,,AF,1974-02-01
MDO,M,15,STORAGE,19740301 0000,19740331 0000,15700.0,,AF,1974-03-01
MDO,M,15,STORAGE,19740401 0000,19740430 0000,17700.0,,AF,1974-04-01
MDO,M,15,STORAGE,19740501 0000,19740531 0000,19900.0,,AF,1974-05-01
MDO,M,15,STORAGE,19740601 0000,19740630 0000,19360.0,,AF,1974-06-01
MDO,M,15,STORAGE,19740701 0000,19740731 0000,16100.0,,AF,1974-07-01
MDO,M,15,STORAGE,19740801 0000,19740831 0000,12500.0,,AF,1974-08-01
MDO,M,15,STORAGE,19740901 0000,19740930 0000,12900.0,,AF,1974-09-01
MDO,M,15,STORAGE,19741001 0000,19741031 0000,12100.0,,AF,1974-10-01
MDO,M,15,STORAGE,19741101 0000,19741130 0000,16100.0,,AF,1974-11-01
MDO,M,15,STORAGE,19741201 0000,19741231 0000,19000.0,,AF,1974-12-01
MDO,M,15,STORAGE,19750101 0000,19750131 0000,17180.0,,AF,1975-01-01
MDO,M,15,STORAGE,19750201 0000,19750301 0000,18970.0,,AF,1975-02-01
MDO,M,15,STORAGE,19750301 0000,19750331 0000,19700.0,,AF,1975-03-01
MDO,M,15,STORAGE,19750401 0000,19750430 0000,12940.0,,AF,1975-04-01
MDO,M,15,STORAGE,19750501 0000,19750531 0000,17850.0,,AF,1975-05-01
MDO,M,15,STORAGE,19750601 0000,19750630 0000,17780.0,,AF,1975-06-01
MDO,M,15,STORAGE,19750701 0000,19750731 0000,17850.0,,AF,1975-07-01
